
@RELATION ALGORITHM_RUNS_2013-SAT-Competition
@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE mzn2feat {ok}
@DATA

a522d056490269bc4a97bb149589b5c6,1,ok
428d03e75f6c77897ee571a7de3f9939,1,ok
e2ce3ed7e63631db33cd8e3447cca51c,1,ok
3ad3bf3058987b3a8d093f64381c5995,1,ok
4045e38d784b08b2deb4f0499831100d,1,ok
d4eb8606396aed16951453cb8420398a,1,ok
b289c74aa4efe58e9810533963a60db6,1,ok
086cb8d8d5b32e5ee56e1ca748c6ee2f,1,ok
79e19902e87ce4875c69f897f13b1c8c,1,ok
d256221aaa517456184eaaa2467d21e7,1,ok
b1c134e3f08d089667a45ab1ec1a0efd,1,ok
565bdf39809323b6dddfb25827ab0ad1,1,ok
8b9888982001a5a4d265e14056f431ba,1,ok
2fa5d3c9570204053ba74a6ec47272b0,1,ok
0ee4e7b5edbd511ad4c14a026ebfa60d,1,ok
e17d0aaf6959fdf41a9045e98bf1feb9,1,ok
1ac0c005cf6b9c0e6468fa62e9f4dc60,1,ok
85b41e8dd9337f9149715662fe0be5d4,1,ok
262fa177152cb3e59c151aac6a8b8119,1,ok
db2d449a9ccbc4c37af7846f0e64f3be,1,ok
07b79baf21523542b870ebe28574a934,1,ok
132b46ee9e38545e0d8b67765a08af80,1,ok
8240b00030acd3feac243ab98233196a,1,ok
ab1b2fa47e1d7f725eba11e9de5e3d56,1,ok
62a378bc789d92d0ba2cf5cf7f8a781f,1,ok
696af2594d8e59243b00a2a865dab49d,1,ok
98dc86debd73d3781680a6343b67bb12,1,ok
cca5a65ae47fe1a31d8bb62c9c3616ef,1,ok
762f7b1ad9d8ebcdd57d605197696f35,1,ok
1268f76a81ae317ab45f8ede822b21c4,1,ok
5230a0269b99e8a799edb893df13b130,1,ok
3c99d857fe859b96bd289e8fcf747296,1,ok
4a15e64ff37aa450dbd34dc5af6eea11,1,ok
0acd54b598d606da2a2a365fe466391e,1,ok
16639f28f32c3fc0cc66ebf7af31510c,1,ok
baf201975dcdfc3969a25eed96f87934,1,ok
03521534b9858b8be6b3f6223f047cdf,1,ok
ebee4804fd009e81bb402e1384d57ad5,1,ok
5e7ed013887b42d07ebd2b2993420789,1,ok
402bb0ba0d3f2bba2e6dada7db5ce3e1,1,ok
27bec11dc8f7019638bb8eaf6b1a59ac,1,ok
d57c782a2e65c068d05406851bc1a204,1,ok
d3716ed7d25b921115647e55b82a0c0f,1,ok
26e8a1c27ad0517a6fb580c59f283187,1,ok
944aae2641e6f50979be0704d797e39a,1,ok
30a02b20e1df46c9a56f77a017579fa4,1,ok
496fc489516555b38c8e5a230b4a4dfc,1,ok
277ba4da109a663977e6f4490a9a1c57,1,ok
d979222e2e5a2a16590572712cc0cf3a,1,ok
036033f6b8491cb6e8e893b57bb56ffd,1,ok
